,公告日期,代码,公告标题,current_close,current_open,current_high,current_low,current_vol,next_close,up_or_down,pos_or_neg
52,2022-06-17,002511.SZ,中洁柔中洁柔五届监事会九次会议决议中洁柔公司章程年月中洁柔关调整中洁柔独立董事关续聘年度审计机构事前认意见中洁柔关公司中洁柔广东君信律师事务关中洁柔纸业股份限公司年股票期权限制性股票激励计划调整股票期权行权价格首次授予部分三次行权解锁回购注销部分已授予股票期权限制性股票法律意见书中洁柔独立董事关五届董事会十四次会议相关事项独立意见中洁柔五届董事会十四次会议决议中洁柔关减少注册资修订中洁柔关召开年度次时股东大会通知中洁柔关续聘会计师事务,11.79,11.79,11.83,11.48,207246.0,12.15,1,1
53,2022-06-17,002544.SZ,普天科技广州杰赛科技股份限公司年面合格投资公开发行公司债券期年度踪评级报告,24.04,24.0,24.13,23.69,50054.1,23.58,-1,1
54,2022-06-17,002630.SZ,华西源股票交易异常波动,3.59,3.16,3.78,3.16,3933720.0,3.28,-1,-1
55,2022-06-17,002660.SZ,茂硕电源北京德恒律师事务关茂硕电源科技股份限公司控股股东致行动人认购公司非公开发行股票免约收购义务法律意见,7.48,7.5,7.65,7.4,157560.0,7.71,1,1
56,2022-06-17,002663.SZ,普邦股份年年度报告更新后普邦股份关深圳证券交易年年报问询函回复普邦股份关公司年年报问询函回复普邦股份关补充披露年年度报告相关内容,1.84,1.85,1.86,1.82,150898.0,1.85,0,1
57,2022-06-17,002669.SZ,康达新材关子公司提供担保事项进展康达新材年三次时股东大会法律意见书康达新材年三次时股东大会决议,12.2,11.64,12.75,11.54,124653.0,13.12,1,1
58,2022-06-17,002673.SZ,西部证券西部证券股份限公司年面专业投资公开发行公司债券四期发行结果,6.78,6.71,6.84,6.6,439942.0,6.66,-1,1
59,2022-06-17,002684.SZ,猛狮退关公司股票退市整理期交易三次风险提示,0.63,0.68,0.68,0.62,104400.0,0.68,1,-1
60,2022-06-17,002699.SZ,美盛关年年报问询函回复美盛年年度报告全文美盛关年年度报告补充更正,3.49,3.66,3.75,3.42,1604680.0,3.32,-1,1
61,2022-06-17,002715.SZ,登云股份关控股股东进行股票质押式回购交易延期购回,13.15,12.94,13.16,12.69,12444.0,13.5,1,-1
62,2022-06-17,002736.SZ,国信证券国信证券股份限公司年面专业投资公开发行永续次级债券期票面利率国信证券关延长国信证券股份限公司年面专业投资公开发行永续次级债券期簿记建档时间国信证券关延长国信证券股份限公司年面专业投资公开发行永续次级债券期簿记建档时间准,10.09,10.11,10.26,9.93,333709.0,10.06,0,1
63,2022-06-17,002770.SZ,科迪退关股票退市整理期交易五次风险提示,0.55,0.54,0.56,0.54,138867.0,0.57,1,-1
64,2022-06-17,002781.SZ,奇信关诉讼事项进展,4.72,4.72,4.84,4.65,53727.0,4.75,0,0
65,2022-06-17,002811.SZ,郑中设计关亚泰转债踪信评级结果郑中设计年深圳市亚泰国际建设股份限公司转换公司债券年踪评级报告,8.73,8.87,8.9,8.63,34218.2,9.01,1,1
66,2022-06-17,002823.SZ,凯中精密关注销部分募集资金专账户,9.56,9.25,9.88,9.09,71759.8,9.97,1,1
67,2022-06-17,002825.SZ,纳尔股份监事会关年限制性股票激励计划首次授予激励象名单审核意见公示情况说明,10.75,10.6,10.79,10.46,47426.9,11.09,1,1
68,2022-06-17,002863.SZ,今飞凯达关今飞转债恢复转股,5.25,5.12,5.27,5.1,94828.0,5.42,1,1
69,2022-06-17,002867.SZ,周大生关公司月份新增营门店情况简报,14.18,13.88,14.19,13.77,120272.0,14.66,1,1
70,2022-06-17,002921.SZ,联诚精密关联诚转债恢复转股提示性,14.31,14.78,14.78,13.95,31663.0,14.26,0,1
71,2022-06-17,002935.SZ,天奥电子关使部分闲置募集资金进行现金理期赎回天奥电子年年度权益分派实施,28.9,29.11,29.28,28.08,20833.9,30.08,1,-1
72,2022-06-17,002942.SZ,新农股份五届监事会十九次会议决议新农股份独立董事制度年月新农股份独立董事候选人声明刘亚萍新农股份五届董事会二十二次会议决议新农股份股东大会议事规年月新农股份独立董事关五届董事会二十二次会议相关事项独立意见新农股份独立董事提名人声明新农股份公司章程年月新农股份独立董事提名人声明二新农股份董事会议事规年月新农股份独立董事候选人声明徐关寿新农股份监事会议事规年月新农股份独立董事候选人声明董黎明新农股份关召开年二次时股东大会通知新农股份独立董事提名人声明三新农股份关六届董事会独立董事津贴方案新农股份关修订,17.58,17.77,17.84,17.39,9734.5,17.62,0,1
73,2022-06-17,002960.SZ,青鸟消防关年期股票期权限制性股票激励计划部分期权注销完成青鸟消防关年期股票期权限制性股票激励计划首次授予限制性股票二限售期解限售股份上市流通提示性,29.11,28.51,29.7,28.1,43586.6,28.38,-1,1
74,2022-06-17,002983.SZ,芯瑞达关使闲置资金进行委托理财进展,19.38,19.18,19.67,19.11,9791.09,19.84,1,0
75,2022-06-17,002992.SZ,宝明科技关年限制性股票激励计划首次授予登记完成,12.22,12.21,12.3,11.91,17045.1,13.44,1,1
76,2022-06-17,002997.SZ,瑞鹄模具关使部分闲置募集资金进行现金理进展瑞鹄模具关控股股东股权质押,17.64,17.0,17.83,16.74,121700.0,18.92,1,0
77,2022-06-17,300015.SZ,爱尔眼科关使部分闲置募集资金进行现金理实施,40.0,37.6,40.48,37.36,610870.0,40.96,1,-1
78,2022-06-17,300055.SZ,万邦达北京国枫律师事务关公司申请特定象发行股票补充法律意见书修订稿万邦达大华会计师事务特殊普通合伙关公司特定象发行股票审核问询函中关财务事项说明修订稿万邦达东吴证券关公司年度特定象发行股票发行保荐书修订稿万邦达东吴证券关公司年度特定象发行股票上市保荐书修订稿万邦达关北京万邦达环保技术股份限公司申请特定象发行股票审核问询函回复修订稿万邦达关公司特定象发行股票审核问询函补充回复提示性万邦达公司申请特定象发行股票募集说明书申报稿修订稿,9.03,8.87,9.07,8.78,84452.0,9.6,1,1
79,2022-06-17,300093.SZ,金刚玻璃独立董事关相关事项独立意见金刚玻璃关控股股东共投资设立合资公司暨关联交易金刚玻璃关召开年四次时股东大会通知金刚玻璃七届监事会十四次会议决议金刚玻璃关拟新设控股子公司开展重大项目投资金刚玻璃七届董事会十八次会议决议金刚玻璃独立董事关相关事项事前认意见,38.8,38.99,40.62,37.87,196894.0,38.4,-1,1
80,2022-06-17,300098.SZ,高新兴关召开年二次时股东大会通知提示性,3.45,3.47,3.5,3.4,234158.0,3.47,0,1
81,2022-06-17,300119.SZ,瑞普生物独立董事四届董事会四十次会议相关事项独立意见瑞普生物北京市康达律师事务关天津瑞普生物技术股份限公司年限制性股票激励计划三解限售期解限售条件成回购注销部分限制性股票相关事项法律意见瑞普生物关使综合授信额度控股子公司提供担保瑞普生物关回购注销年限制性股票激励计划部分限制性股票瑞普生物关调整年限制性股票激励计划回购价格瑞普生物上海荣正投资咨询股份限公司关天津瑞普生物技术股份限公司年限制性股票激励计划三期解限售条件成独立财务顾问意见瑞普生物关召开年二次时股东大会通知瑞普生物关年限制性股票激励计划三解限售期解限售条件成瑞普生物关公司子公司继续开展资产池业务提供担保瑞普生物关拟注销公司回购专证券账户库存股瑞普生物关修改公司章程瑞普生物四届监事会三十五次会议决议瑞普生物四届董事会四十次会议决议,17.1,16.83,17.1,16.63,25956.4,17.68,1,0
82,2022-06-17,300129.SZ,泰胜风关年年度股东大会新增时提案,7.78,7.32,7.88,7.32,388787.0,8.56,1,1
83,2022-06-17,300133.SZ,华策影视五届监事会次会议决议华策影视五届董事会次会议决议华策影视关董事会监事会完成换届选举聘高级理人员证券事务代表华策影视独立董事关五届董事会次会议相关事项独立意见华策影视关召开年二次时股东大会华策影视关购买董监高责险,4.48,4.53,4.56,4.42,347145.0,4.54,1,1
84,2022-06-17,300185.SZ,通裕重工关公司子公司青岛宝鉴提供担保进展,2.91,2.84,2.95,2.83,1148790.0,2.95,1,1
85,2022-06-17,300190.SZ,维尔利关全资子公司提供担保三维尔利关公司全资子公司提供担保二维尔利五届监事会次会议决议维尔利关公司全资子公司提供担保维尔利五届董事会次会议决议维尔利关五届董事会次会议相关事项独立意见,4.48,4.46,4.49,4.39,51088.8,4.55,1,1
86,2022-06-17,300207.SZ,欣旺达关核销部分应收账款欣旺达关公司资产抵押银行申请贷款欣旺达五届监事会三十三次会议决议欣旺达独立董事五届董事会三十三次时会议相关事项独立意见欣旺达五届董事会三十三次时会议决议欣旺达关子公司提供担保欣旺达关子公司东风集团东风鸿泰共投资设立合资公司,30.86,29.67,31.5,29.5,518720.0,31.3,1,1
87,2022-06-17,300315.SZ,掌趣科技关变更公司财务负责人掌趣科技四届董事会二十四次会议决议掌趣科技独立董事关公司四届董事会二十四次会议相关事项独立意见,3.4,3.45,3.47,3.35,493330.0,3.4,0,1
88,2022-06-17,300335.SZ,迪森股份广州云迪股权投资限公司拟收购合伙企业财产份额涉奇享广州理咨询合伙企业限合伙全部合伙企业财产价值资产评估报告迪森股份独立董事关八届董事会三次会议相关事项事前认意见迪森股份广州云迪股权投资限公司拟收购股权涉广州奇享科技限公司股东全部权益价值资产评估报告迪森股份关全资子公司收购广州奇享科技限公司股权奇享广州理咨询合伙企业限合伙财产份额暨关联交易迪森股份八届监事会二次会议决议迪森股份八届董事会三次会议决议迪森股份独立董事关八届董事会三次会议相关事项独立意见,4.65,4.7,4.74,4.6,40098.0,4.8,1,1
89,2022-06-17,300346.SZ,南大光电关控股子公司完成工商变更登记,31.95,31.9,32.29,31.38,185860.0,32.16,0,1
90,2022-06-17,300359.SZ,全通教育关全资子公司转参股公司股权进展,5.9,6.33,6.49,5.82,832835.0,6.45,1,1
91,2022-06-17,300363.SZ,博股份监事会关年限制性股票激励计划首次授予二解限售期解限售激励象名单核查意见,75.6,73.99,75.63,71.71,91039.8,74.85,-1,0
92,2022-06-17,300419.SZ,浩丰科技独立董事关五届董事会四次会议相关事项独立意见浩丰科技五届董事会四次会议决议浩丰科技关聘副总裁董事会秘书浩丰科技关使闲置资金进行现金理进展,5.18,5.23,5.25,5.1,51372.3,5.32,1,1
93,2022-06-17,300420.SZ,五洋停车独立董事关公司四届董事会十二次会议关事项独立意见,2.65,2.64,2.66,2.57,104579.0,2.66,0,1
94,2022-06-17,300429.SZ,强力新材关强力转债恢复转股提示性,9.06,8.96,9.08,8.88,36531.2,9.16,0,1
95,2022-06-17,300448.SZ,浩云科技关减少注册资债权人浩云科技年二次时股东大会决议浩云科技广东信达律师事务关浩云科技股份限公司年二次时股东大会法律意见书,5.0,5.07,5.12,4.95,52765.7,5.06,0,-1
96,2022-06-17,300464.SZ,星徽股份关控股股东股权质押星徽股份关诉讼进展,6.18,6.24,6.45,6.09,86950.5,6.27,1,0
97,2022-06-17,300469.SZ,信息发展独立董事关五届董事会二十二次会议相关事项事前认意见信息发展股东大会议事规信息发展独立董事关公司五届董事会二十二次会议相关事项独立意见信息发展监事会议事规信息发展五届董事会二十二次会议决议信息发展五届监事会十六次会议决议信息发展关拟变更公司名称注册址提示性信息发展关增加股东大会时提案暨年四次时股东大会补充通知信息发展关控股子公司孙公司增资暨关联交易,13.56,13.82,13.9,13.44,27699.4,13.79,1,1
98,2022-06-17,300481.SZ,濮阳惠成关全资子公司工程项目申请银行保函提供反担保濮阳惠成四届董事会二十六次会议决议濮阳惠成独立董事关公司四届董事会二十六次会议相关独立意见,23.49,22.86,23.53,22.74,33679.5,23.19,-1,1
99,2022-06-17,300505.SZ,川金诺关广西防城港市人民政府签署川金诺关完成工商变更登记换发营业执,27.55,27.01,28.19,26.81,180456.0,26.25,-1,1
100,2022-06-17,300512.SZ,中亚股份关使部分资金进行现金理投资进展,12.34,12.24,12.4,12.05,14754.5,12.49,0,1
101,2022-06-17,300551.SZ,古鳌科技国浩律师上海事务关古鳌科技年限制性股票激励计划调整授予价格相关事项法律意见书古鳌科技独立董事关公司四届董事会二十六次会议相关事项独立意见古鳌科技关调整公司年限制性股票激励计划回购价格,9.08,9.26,9.45,8.91,278357.0,9.02,0,1
102,2022-06-17,300560.SZ,中富通公司章程年月修订中富通关新增公司章程修订内容中富通关年度股东大会增加时提案暨年度股东大会补充通知,14.15,14.08,14.2,13.92,61571.7,14.2,0,1
103,2022-06-17,300583.SZ,赛托生物关年度简易程序特定象发行股票预案提示性修订稿赛托生物独立董事关三届董事会十次会议相关事项事前认意见赛托生物关子公司获药品注册批件赛托生物关年度简易程序特定象发行股票预案修订说明赛托生物年度简易程序特定象发行股票方案证分析报告修订稿赛托生物独立董事关年度简易程序特定象发行股票方案证分析报告修订稿专项独立意见赛托生物关公司完成工商变更登记赛托生物三届董事会十次会议决议赛托生物独立董事关三届董事会十次会议相关事项独立意见赛托生物关次简易程序特定象发行股票摊薄期回报风险提示填补措施相关主体承诺修订稿赛托生物年度简易程序特定象发行股票预案修订稿赛托生物三届监事会十次会议决议,21.14,21.44,21.49,20.76,6564.0,21.61,1,1
104,2022-06-17,300587.SZ,天铁股份浙江天铁实业股份限公司关年二期限制性股票激励计划内幕信息知情人激励象买卖公司股票情况查报告天铁股份浙江天铁实业股份限公司关子公司使部分闲置资金购买理财产品天铁股份浙江天册律师事务关浙江天铁实业股份限公司年五次时股东大会法律意见书天铁股份浙江天铁实业股份限公司年五次时股东大会会议决议,18.19,17.99,18.48,17.84,101369.0,18.53,1,0
105,2022-06-17,300592.SZ,华凯易佰关公司银行申请综合授信额度担保事项进展华凯易佰关变更持续督导独立财务顾问主办人华凯易佰关公司控股子公司银行信贷业务提供担保进展,14.79,15.2,15.23,14.45,26765.0,14.52,-1,1
106,2022-06-17,300596.SZ,利安隆关监事会换届选举征集监事候选人利安隆关控股股东参设立产业基金进展利安隆关董事会换届选举征集董事候选人,45.38,44.53,45.45,44.19,12430.7,45.21,0,1
107,2022-06-17,300602.SZ,飞荣达长城证券股份限公司关深圳市飞荣达科技股份限公司年度特定象发行股股票上市保荐书飞荣达关申请特定象发行股票审核问询函回复修订稿提示性飞荣达长城证券股份限公司关深圳市飞荣达科技股份限公司年度特定象发行股股票发行保荐书飞荣达广东信达律师事务关深圳市飞荣达科技股份限公司年度创业板特定象发行股股票补充法律意见书三飞荣达会计师关深圳市飞荣达科技股份限公司申请特定象发行股票审核问询函回复专项说明飞荣达发行人保荐机构关深圳市飞荣达科技股份限公司申请特定象发行股票审核问询函回复报告修订稿飞荣达深圳市飞荣达科技股份限公司年度特定象发行股股票募集说明书修订稿,14.51,12.51,14.51,12.3,283760.0,15.72,1,1
108,2022-06-17,300607.SZ,拓斯达关完成工商变更登记,11.34,11.18,11.39,11.07,41071.4,11.76,1,1
109,2022-06-17,300614.SZ,百川畅银不特定象发行转换公司债券募集说明书修订稿百川畅银北京市君合律师事务关河南百川畅银环保源股份限公司不特定象发行转换公司债券补充法律意见书百川畅银安永华明会计师事务特殊普通合伙关河南百川畅银环保源股份限公司申请不特定象发行转换公司债券审核问询函回复意见百川畅银中原证券股份限公司关河南百川畅银环保源股份限公司不特定象发行转换公司债券上市保荐书百川畅银关申请不特定象发行转换公司债券审核问询函回复修订稿提示性百川畅银发行人保荐机构关河南百川畅银环保源股份限公司申请不特定象发行转换公司债券审核问询函回复百川畅银中原证券股份限公司关河南百川畅银环保源股份限公司不特定象发行转换公司债券发行保荐书,25.47,25.8,26.1,25.04,14187.0,26.06,1,1
110,2022-06-17,300628.SZ,亿联网络关特定股东减持计划实施完毕亿联网络年事业合伙人持股计划理办法亿联网络关持股亿联网络年事业合伙人持股计划进展情况暨完成股票购买,74.84,75.08,76.57,74.5,21818.1,73.89,-1,1
111,2022-06-17,300636.SZ,药业三届董事会九次会议决议药业独立董事关公司三届董事会九次会议相关事项独立意见药业监事会关公司年限制性股票激励计划首次授予部分激励象名单调整后核查意见药业年限制性股票激励计划首次授予部分激励象名单调整后药业药业调整年限制性股票激励计划授予事项法律意见书药业三届监事会七次会议决议药业关激励象授予限制性股票药业关调整年限制性股票激励计划激励象名单授予权益数量,26.26,25.54,26.56,24.73,100156.0,25.49,-1,1
112,2022-06-17,300638.SZ,广通三届监事会十七次会议决议广通独立董事关三届董事会十八次会议相关事项独立意见广通年股票期权限制性股票激励计划首次授予部分期行权解限售激励象名单广通关变更注册资修改广通关注销部分股票期权回购注销部分限制性股票广通关股票期权限制性股票激励计划相关事项法律意见书广通三届董事会十八次会议决议广通公司章程年月广通关年股票期权限制性股票激励计划首次授予部分行权,26.01,25.26,26.15,24.81,73217.0,26.04,0,1
113,2022-06-17,300679.SZ,电技术关筹划重大资产重组停牌进展,43.5,43.5,43.5,43.5,0.0,43.5,0,1
114,2022-06-17,300680.SZ,隆盛科技上海市锦天城律师事务关无锡隆盛科技股份限公司年二次时股东大会法律意见书隆盛科技年二次时股东大会决议,28.59,27.15,28.8,27.0,79561.5,28.56,0,1
